,id_segment,text_segment,relevance_label,relevance_type_norm
413,1-s2.0-S095937809800003X-main_50,Land cover and climatic conditions are mutually interrelated,0,
414,IBRAHIMetal_HJ2014_24,In southwestern Niger such landuse changes have resulted in increased runoff and consequently in increased water inflows towards endorheic ponds and gullies and thus enhanced focused groundwater recharge,0,
415,1-s2.0-S0304387816300670-main_30,Thus urbanization provides an escape from the effect of deteriorating climate on agricultural productivity in particular contexts but those contexts make up less than 25% of units in our sample,0,
416,BF00806418_49,Their former captives the RimayBe are occupied with handicrafts and heavy physical work such as cultivation but often have cattle as well,0,
417,s12571-010-0070-7_286,Thus Nigerien agriculture is essentially already integrating agroforestry into a minimum tillage conservation farming system,0,
418,s41598-024-52138-9_270,The zoomed in maps show A cacao expansion in Cameroon B cacao oil palm and rubber expansion in Ghana C small scale cropland expansion in the DRC D small scale cropland expansion in Tanzania E cashew expansion in Tanzania F a mix of small scale and large scale cropland expansion in Zambia and G shows a mix of mining along rivers roads and small scale cropland in DRC for the same period. http www.tei c.org ns 1.0 xml id fig 2 Figure 3 . 3 Figure 3,0,
419,1-s2.0-S0924271618302570-main_152,Arid regions are naturally characterised by low vegetation cover and primary productivity but they still comprise high LC heterogeneity with important LC classes for local human populations and biodiversity hotspots mountain water bodies being one of the most important examples presented herein,0,
420,1-s2.0-S235198941500102X-main_242,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,1,LULCC
421,1-s2.0-S0341816222001990-main_41,2016 Additionally determining and analysing the influential factors of the desertification process are an essential component of desertification control,0,
422,1-s2.0-S0301479717300713-main_205,If there had been an originally low population density population growth and food shortage could have been buffered by expanding agricultural area as shown in a LULCC analysis in Senegal by,0,
423,remotesensing-12-03817-v2_152,The earliest and most recent land cover map for each of the four focal areas noted above are visualized Figure,0,
424,1-s2.0-S2468227619307070-main_136,According to the household survey these communities existed within the forest before the reservation took place from the 1920s to the 1940s,0,
425,1-s2.0-S0304387816300670-main_605,32 With city population modestly affected total city income must rise,0,
426,s11269-011-9931-x_161,In extreme years the LGPs may fall below the range shown in the FAO table and in this case crop yields are penalized through a reduction factor which is equal to the relative deviation of water constrained potential yield from its maximum y g i under optimal LGP conditions. ,0,
427,s11269-011-9931-x_161b,The long term structural relationship that we formalize here refers to the adaptation of farmers to climate and is established in a reduced form with climatic conditions as driving variable,0,
428,s10745-016-9846-5_245,Although early herd arrival in 2009 was attributed to low rainfall in the Sahel rains recovered in 2010 yet herders still arrived early to the central zone with the explanation that even if ephemeral surface water was still present grazing resources were inadequate in the northern zone,1,DRIVERS
429,remotesensing-12-03817-v2_206,This underestimation of forest partly explains the low number of forest and forest loss in Hansen et al,0,
430,s43247-020-00053-y_93,In West Africa the land cover category settlement made up 0.3% and 0.7% of the total study region in 1975 and 2013 respectively,2,LULCC
431,1-s2.0-S003442571730041X-main_59,The long term monitoring since 1994 of land use cover from the Fakara region available for this study is therefore quite unique for the Sahel from 1994 to 2006 within the framework of International Livestock Research Institute ILRI and from 2006 to the present under the AMMA CATCH observatory activities African Monsoon Multidisciplinary Analysis Couplage de l Atmosph re Tropicale et du Cycle Hydrologique . ,0,
432,1-s2.0-S003442571730041X-main_59b,Initially 48 sites of cropland 24 and fallow and uncultivable rangeland 24 were selected in 1994 to study crop livestock interactions in mixed farming systems within the ILRI framework,0,
433,1-s2.0-S0304387816300670-main_329,For the record we tried three measures of agricultural productivity that might influence the effect of moisture changes soil water capacity and total soil suitability from Ramankutty et al,0,
434,1-s2.0-S030438781000043X-mainext_97,1905 leaving it in the hands of one of his father s slave boys. ,0,
435,1-s2.0-S030438781000043X-mainext_97b,When he returned to the farm in 1910 he found the defendant s people reaping palm nuts in the farm,0,
436,1-s2.0-S0304387816300670-main_85,With these new data we find effects at the local but not national level and we find heterogeneity of effects as discussed above. ,0,
437,1-s2.0-S0304387816300670-main_85,Related studies use microdata to study the effect of rainfall on migration per se rather than urbanization,0,
438,s12571-010-0070-7_200,In this case during the fallow period farmers grow short lived shrubs such as Sesbania sesban and Tephrosia candida rather than the long lived intercropped trees like Gliricidia,1,PRACTICES
439,BF00806418_39,The ancient dunes are the most important areas of millet cultivation,1,"LULC, PRACTICES"
