article_id,lulc_sentence
Article_95,"As presented under the analysis of LULCC with slope (Table Urban development, scarcity of grazing mismanagement, and lack of adequate technology to improve agricultural practices and livestock also contributed to LULCC."
Article_95,The scarcity of land and the need to farm more coupled with resettlement have reduced grazing lands.
Article_95,"The reduction of the grazing land forced the community to reduce their livestock, which has negative effects on household income and their consumption of livestock products."
Article_95,"Likewise, population growth and agricultural expansion were associated with biophysical degradations like soil, water, and environment."
Article_95,"For example, increased agricultural land on a steep slope without proper management practices potentially have increased the vulnerability of the land to erosion and sedimentation in water bodies of the catchment."
Article_95,"A similar study also reported that LULCC has a significant potential for reducing the production of subsistence agriculture production The process of the hydro-development process affected local communities and their livelihoods, mostly by changing access to land and also less water According to KIIs and FGDs, extended aridity and drought (longer dry season) are increasing in the catchment."
Article_95,The increase in the longer dry season has amplified the effects of water security in the catchment.
Article_95,"Between 1987 and 2017, agricultural land, commercial farm, urban and built-up areas increased while rangeland, grazing lands, and swampy area decreased."
Article_95,"The urban and built-up areas show the highest ratio of the net change to persistence, whereas agricultural land has shown the lowest net change to persistence ratio in the 1987-2002 transition."
Article_95,The spatial distribution of LULCC with slope shows a continuous expansion of agriculture and settlement and a reduction of forestland and swampy along all slopes.
Article_95,The rangeland has been decreased in all slope ranges except hilly slope areas.
Article_95,"Agricultural expansion, urbanization and infrastructure developments, timber and woodworks, resettlement, uncontrolled grazing, and weak environmental considerations were identified as the major driving factors of LULCC."
Article_95,"The decline of agricultural yield, biodiversity and habitat loss, low and decreasing profitability of farmers, land and soil degradation, water resource decline, and extended aridity and drought are the major impacts of LULCC perceived by the community."
Article_95,"Notably, increased cultivation of lands situated either on steep slopes or in flood-prone areas requires urgent action to avert the challenges of land and soil degradation as it is threatening the survival of forest remnants and other important natural resources."
Article_97,"Land for solar would amount to over 50% of the current EU urban land, over 85% for India, and over 75% in Japan and South-Korea."
Article_97,Figure Figure | Table 1.: Land occupation characteristics at different solar penetration levels by 2050.
Article_97,"b Land suitable for commercial purposes does not include the use of rooftop space, deserts or dry scrublands that are not suitable for crop, pasture or forest cultivation."
Article_97,"By default, deserts are exempted from land competition in GCAM, while only 10% of current scrublands are included in the land competition module in GCAM v4.3, taking into account both non-fertility of scrublands as well as the protected status of some of these land areas."
