Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
433,1-s2.0-S0304387816300670-main_329,For the record we tried three measures of agricultural productivity that might influence the effect of moisture changes soil water capacity and total soil suitability from Ramankutty et al,0,
434,1-s2.0-S030438781000043X-mainext_97,1905 leaving it in the hands of one of his father s slave boys.,0,
435,1-s2.0-S030438781000043X-mainext_97b,When he returned to the farm in 1910 he found the defendant s people reaping palm nuts in the farm,0,
436,1-s2.0-S0304387816300670-main_85,With these new data we find effects at the local but not national level and we find heterogeneity of effects as discussed above.,0,
437,1-s2.0-S0304387816300670-main_85,Related studies use microdata to study the effect of rainfall on migration per se rather than urbanization,0,
438,s12571-010-0070-7_200,In this case during the fallow period farmers grow short lived shrubs such as Sesbania sesban and Tephrosia candida rather than the long lived intercropped trees like Gliricidia,1,PRACTICES
439,BF00806418_39,The ancient dunes are the most important areas of millet cultivation,1,"LULC, PRACTICES"
440,science.abm9267_185,However currently only oil palm and soy are mapped for most production areas in the tropics,0,
441,1-s2.0-S0341816222001990-main_28,It can more clearly understand the level of desertification in different countries in the Sahel the desertification control can be carried out in a targeted manner. type bibr target b72 Zeng et al,0,
442,1-s2.0-S0167880913003502-main_92,Crop rotations effects on soil C are often mixed,0,
443,Geophysical Research Letters - 2005 - Werth - The local and global effects of African deforestation_29,After deforestation is initiated the model requires some spin up time to achieve a new equilibrium,0,
444,1-s2.0-S0304387816300670-main_542,This reduces to As long as the local urban manufacturing sector is not negligible i.e,0,
445,nclimate2430_181,Saad et al,0,
446,s2_32,2011 While forests are affected by climate change they also play a key role in adaptation to climate change for example by increasing the resilience of rural communities,0,
447,1-s2.0-S2214581823000575-main_195,the ratio of out in recycling R oiR calculated as where R oiR is the ratio of out in recycling PREC is the sum of precipitation over all sub basins km 3 WYLD km 3 is the net amount of water that leaves the sub basin and contributes to streamflow in the reach and calculated as type bibr target b10 Bennour et al,0,
448,1-s2.0-S0301479717300713-main_452,P8 that are the critical issues surrounding intensive agriculture,0,
449,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_67,The availability of multi scalar remote sensing based measures of forest loss after 2000 eliminated this source of measurement error,0,
450,science.abm9267_77,This variation arises both as a result of methodological differences and because estimates describe different aspects of deforestation and the role of agriculture therein.,0,
451,science.abm9267_77b,By combining these two assessments Curtis et al,0,
452,1-s2.0-S0140196314000536-main_421,Guiera senegalensis is the prevalent species on the fallows,1,LULC
453,1-s2.0-S0304387816300670-main_3,In regions where cities are likely to be manufacturing centers 25% of our sample drier conditions increase urbanization and total urban incomes,0,
454,1-s2.0-S0006320709005400-main_84,For each comparison we extracted the best estimate of species richness of the modified land use relative to forest and where available the number of species shared between that land use and forest,0,
455,1-s2.0-S0264837715302131-main_127,Thus farmland persists and increases each year at the expense of forest woodland and tree savanna .,1,"DRIVERS, LULCC"
456,1-s2.0-S0264837715302131-main_127b,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,1,LULCC
457,1-s2.0-S0301479717300713-main_292,The data described here provide information on the importance to be considered in the modelling approach interlinkages and the impact of drivers of land use and land cover change on land use types and selected ecosystem services. Annex 3,0,
458,010076607_243,Bandama Basin land use and land cover maps.,0,
459,010076607_243b,The trend analysis for the periods1988 2002 2002 2016 and 1988 2016 was assessed,0,
460,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_597,Transition of cropland to other vegetation and settlement between 1975 a1 and 2013 a2 around Louga and Diourbel in Senegal transition of other vegetation to other LULC types between 1975 b1 and 2013 b2 around Tagant and Hodh el Gharbi in Mauritania and transition of other vegetation to water bodies between 1975 c1 and 2013 c2 around Tain District in Ghana. http www.tei c.org ns 1.0 xml id fig 22 Figure 11 . 11 Figure 11,0,
461,1-s2.0-S0924271618302570-main_83,We selected the AWEIsh since it was formulated for improving the accuracy of water detection by removing the effect of shadow pixels a common limitation that usually lead to water overestimations in arid regions e.g. shadows associated to dune lines,0,
462,1-s2.0-S0301479717300713-main_137,Multiple regression results from other land use classes which are also considered for the confidence table can be found in Annex 5.,0,
463,1-s2.0-S0301479717300713-main_137b,Interviews confirmed that urban and rural population growth is an important LULCC driver in Table mentioned by all experts,0,
464,1-s2.0-S2214581823000575-main_149,At the basin level the major transition in the three watersheds was from bare land and forest to natural vegetation grass and shrub lands,1,LULCC
465,1-s2.0-S0169204617300270-main_145,Examples are public authorities on a Counted as people living in the urban area,0,
466,1-s2.0-S0301479717300713-main_130,The expert interviews revealed that the crop fallow system is rarely practiced today and all agricultural land is under permanent use,0,
